SYMBOL,basal.pregnant,basal.lactation,FDR,AveExpr,P value,MCL1.LA,MCL1.LB,MCL1.LC,MCL1.LD,MCL1.LE,MCL1.LF,MCL1.DG,MCL1.DH,MCL1.DI,MCL1.DJ,MCL1.DK,MCL1.DL,MCL1.LA CPM,MCL1.LB CPM,MCL1.LC CPM,MCL1.LD CPM,MCL1.LE CPM,MCL1.LF CPM,MCL1.DG CPM,MCL1.DH CPM,MCL1.DI CPM,MCL1.DJ CPM,MCL1.DK CPM,MCL1.DL CPM
1600010M07Rik,0,2.42690430277478,0.0284895227432312,-4.98547536673408,0.0037139554075499,0,0,0,0,0,0,0,1,0,0,1,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.046,0.150
Zmynd19,0,-1.28245454919654,0.0285307126443759,3.66199964215283,0.00372130602024771,502,400,478,294,359,375,405,397,287,205,89,81,24.617,18.426,21.491,13.371,14.520,15.208,17.436,18.229,11.908,9.045,4.134,4.047
Ptprc,0,-2.04854133045879,0.0285800292468486,-1.21996530150257,0.00373194465569247,8,4,9,7,9,11,12,15,24,20,8,2,0.392,0.184,0.405,0.318,0.364,0.446,0.517,0.689,0.996,0.882,0.372,0.100
Sstr3,0,-1.25657830721942,0.0286700181226885,-1.45126842250363,0.00374685986871443,4,4,1,0,1,1,166,136,29,32,11,10,0.196,0.184,0.045,0.000,0.040,0.041,7.147,6.245,1.203,1.412,0.511,0.500
Ucma,0,-1.96557562523417,0.0288121781656726,-2.34844600068255,0.00377456678532032,12,3,1,0,0,0,5,5,51,40,9,10,0.588,0.138,0.045,0.000,0.000,0.000,0.215,0.230,2.116,1.765,0.418,0.500
Parpbp,0,-1.04854936378095,0.0288416713824422,1.34757269400329,0.00378001645847138,81,87,87,62,107,83,49,49,64,43,20,23,3.972,4.008,3.912,2.820,4.328,3.366,2.110,2.250,2.656,1.897,0.929,1.149
4933408J17Rik,0,-2.2891691818331,0.0288416713824422,-3.82233278472354,0.00378401079712375,1,2,2,1,0,0,1,2,4,5,0,1,0.049,0.092,0.090,0.045,0.000,0.000,0.043,0.092,0.166,0.221,0.000,0.050
Tnf,0,-2.23616203230265,0.0288416713824422,3.67105967150522,0.00378150661182694,1389,1358,743,1106,552,617,131,101,220,158,25,45,68.115,62.557,33.406,50.300,22.327,25.023,5.640,4.638,9.128,6.971,1.161,2.248
9130023H24Rik,0,1.23398237173549,0.0289629613914223,0.658807383353335,0.00380965403342046,68,66,23,20,27,37,45,45,30,14,37,48,3.335,3.040,1.034,0.910,1.092,1.501,1.937,2.066,1.245,0.618,1.719,2.398
Mis18bp1,0,-1.79888287010313,0.0289740927821501,1.48404431400273,0.00381644844034355,105,111,98,46,143,104,68,53,79,56,17,15,5.149,5.113,4.406,2.092,5.784,4.218,2.928,2.434,3.278,2.471,0.790,0.749
Nfasc,0,-2.54902922067084,0.028994119095367,0.865745118137711,0.00382055206278484,9,22,74,154,62,64,38,41,83,95,14,11,0.441,1.013,3.327,7.004,2.508,2.596,1.636,1.883,3.444,4.191,0.650,0.550
Ftcd,0,1.76276005310185,0.0291385401979329,-3.62943394925326,0.00384668612642788,0,0,0,0,0,0,6,7,5,2,7,15,0.000,0.000,0.000,0.000,0.000,0.000,0.258,0.321,0.207,0.088,0.325,0.749
Tac4,0,2.42690430277478,0.029165068878648,-4.98547536673408,0.00385126134903668,0,0,0,1,0,0,0,0,0,0,1,3,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.150
Ism2,0,-1.80832088840086,0.0291829915338893,-1.43011642161416,0.00385470177735247,4,5,0,2,0,0,47,61,84,106,18,28,0.196,0.230,0.000,0.091,0.000,0.000,2.023,2.801,3.485,4.677,0.836,1.399
Gas2l3,0,-1.81931910840463,0.0291862427702816,3.23089094586151,0.00385724895447426,327,357,310,259,351,252,166,243,265,231,99,35,16.036,16.445,13.938,11.779,14.197,10.220,7.147,11.158,10.996,10.192,4.598,1.749
Adamtsl5,0,1.2962332524155,0.0293575465535022,0.100750246717303,0.00388769112393741,1,6,2,4,48,55,89,74,42,48,86,103,0.049,0.276,0.090,0.182,1.941,2.231,3.832,3.398,1.743,2.118,3.995,5.146
Trim71,0,-2.37490599987284,0.0293748532230068,-3.77824784235807,0.00389301377200303,0,0,2,0,0,0,3,2,14,9,1,2,0.000,0.000,0.090,0.000,0.000,0.000,0.129,0.092,0.581,0.397,0.046,0.100
Mad2l1,0,-1.22866015926067,0.0293896522700113,3.31291089326627,0.00389605640858202,356,388,270,136,315,257,275,288,266,216,85,89,17.458,17.873,12.139,6.185,12.741,10.423,11.839,13.224,11.037,9.530,3.948,4.447
Arhgdig,0,-1.99711756288446,0.0294099950937733,0.77085729033217,0.00390416359315405,170,126,132,89,26,28,43,35,30,27,4,8,8.337,5.804,5.935,4.048,1.052,1.136,1.851,1.607,1.245,1.191,0.186,0.400
Il23r,0,3.15288784471563,0.0296811328629557,-3.75662479348968,0.00395216968361738,0,1,1,1,0,0,2,4,0,2,7,9,0.000,0.046,0.045,0.045,0.000,0.000,0.086,0.184,0.000,0.088,0.325,0.450
n-R5s105,0,1.81713386747828,0.0298879750452961,-4.08332921399382,0.00398850897712532,3,2,0,0,5,5,1,0,0,0,1,1,0.147,0.092,0.000,0.000,0.202,0.203,0.043,0.000,0.000,0.000,0.046,0.050
Unc5d,0,-2.75729431375622,0.0299186931740095,-3.04997643815393,0.00399591067447863,0,0,47,76,7,7,0,1,4,3,0,0,0.000,0.000,2.113,3.456,0.283,0.284,0.000,0.046,0.166,0.132,0.000,0.000
Slc16a14,0,2.07969230132457,0.0299375742415274,-3.59957829886137,0.00400442040950476,0,0,0,1,0,0,2,1,3,7,16,20,0.000,0.000,0.000,0.045,0.000,0.000,0.086,0.046,0.124,0.309,0.743,0.999
Gm21451,0,1.07341174547024,0.0299375742415274,1.12086717816744,0.00400139699004102,7,15,13,8,5,5,44,71,475,435,1094,604,0.343,0.691,0.584,0.364,0.202,0.203,1.894,3.260,19.709,19.192,50.814,30.177
Slc26a5,0,-1.34596089501626,0.0299375742415274,-3.54432974464876,0.00400614288665643,0,0,0,0,0,0,2,5,16,19,6,5,0.000,0.000,0.000,0.000,0.000,0.000,0.086,0.230,0.664,0.838,0.279,0.250
Spag17,0,-1.86767929335743,0.0299883572633344,-2.29940671243737,0.00401514522540468,8,6,6,5,1,3,4,6,10,6,2,1,0.392,0.276,0.270,0.227,0.040,0.122,0.172,0.276,0.415,0.265,0.093,0.050
Clrn1,0,1.81713386747828,0.0300036213538696,-5.08734140184545,0.00401912248619274,0,0,0,0,1,0,0,0,0,0,1,1,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.046,0.050
Gm16059,0,-1.86924689801309,0.030058413485491,-1.39637022007701,0.00403226666058723,54,42,19,13,4,3,10,5,10,6,1,2,2.648,1.935,0.854,0.591,0.162,0.122,0.431,0.230,0.415,0.265,0.046,0.100
Ccnb1,0,-2.20603892780303,0.0301022497610049,1.9002006426528,0.00404146986194882,110,152,109,50,226,153,129,128,111,70,17,15,5.394,7.002,4.901,2.274,9.141,6.205,5.554,5.878,4.606,3.088,0.790,0.749
Erich6,0,-1.24517864525955,0.0302186354587997,-2.17442256075754,0.00406178367441733,6,12,3,3,5,6,4,4,6,7,2,2,0.294,0.553,0.135,0.136,0.202,0.243,0.172,0.184,0.249,0.309,0.093,0.100
Gm8550,0,-1.627348901489,0.0302597019309599,-0.55801229028761,0.00407262922342438,27,19,15,19,13,8,21,31,21,18,5,5,1.324,0.875,0.674,0.864,0.526,0.324,0.904,1.423,0.871,0.794,0.232,0.250
Jpt2,0,-1.08738657491259,0.0305879549477206,5.21050930156522,0.00413819163114054,1593,1756,1497,939,959,965,1048,1003,825,496,280,236,78.118,80.891,67.306,42.705,38.788,39.136,45.119,46.056,34.231,21.884,13.006,11.791
Cxcl2,0,-2.09393056010408,0.0306783624918548,6.21512861746289,0.00416171023611865,6029,5273,2081,3937,8280,9406,514,820,1185,963,239,189,295.654,242.904,93.563,179.050,334.900,381.469,22.129,37.653,49.169,42.488,11.101,9.443
9330102E08Rik,0,-1.21048749563464,0.0306783624918548,-1.58816303468051,0.00416038170163593,11,11,3,3,6,5,11,8,15,12,7,3,0.539,0.507,0.135,0.136,0.243,0.203,0.474,0.367,0.622,0.529,0.325,0.150
Rslcan18,0,1.87560250704753,0.030701883320809,-1.45545251844054,0.00416828983604198,19,19,4,5,12,4,11,11,4,2,10,10,0.932,0.875,0.180,0.227,0.485,0.162,0.474,0.505,0.166,0.088,0.464,0.500
Espl1,0,-1.89270802482176,0.030701883320809,2.62745030935316,0.00416736853612928,228,315,228,127,256,185,187,178,161,102,34,25,11.181,14.511,10.251,5.776,10.354,7.503,8.051,8.173,6.680,4.500,1.579,1.249
Tm4sf1,0,1.0416275175639,0.0307259301879209,8.27481016195132,0.00417288967619422,16074,15972,3184,3818,483,397,14922,16963,10934,14841,27424,18111,788.246,735.760,143.155,173.638,19.536,16.101,642.424,778.909,453.679,654.787,1273.797,904.854
Gm13032,0,2.07926528154014,0.0307259301879209,-2.26367266166175,0.00417494610486008,5,8,0,0,2,2,11,11,11,2,21,17,0.245,0.369,0.000,0.000,0.081,0.081,0.474,0.505,0.456,0.088,0.975,0.849
Snx10,0,-1.06421778317614,0.0308474079194885,3.4017509356652,0.00419712699092199,478,487,92,100,214,159,423,493,289,379,152,117,23.440,22.434,4.136,4.548,8.656,6.448,18.211,22.638,11.991,16.722,7.060,5.846
Elovl7,0,-1.02865588093841,0.0308474222591691,3.60968775029255,0.0041982639146645,887,1042,1142,1135,1118,1156,117,144,90,67,37,28,43.497,48.000,51.345,51.619,45.220,46.883,5.037,6.612,3.734,2.956,1.719,1.399
Cdca8,0,-2.51702927998676,0.030968776712274,2.99699371280743,0.00421591941702836,326,433,407,196,369,241,213,217,207,152,22,31,15.987,19.946,18.299,8.914,14.925,9.774,9.170,9.964,8.589,6.706,1.022,1.549
Kif18b,0,-2.32847577353042,0.031110293766357,1.94159888288062,0.0042420526398366,107,152,113,58,202,137,155,157,129,66,14,17,5.247,7.002,5.081,2.638,8.170,5.556,6.673,7.209,5.353,2.912,0.650,0.849
Pde2a,0,-1.07537239967717,0.031110293766357,3.09919324932262,0.00424140853321267,259,338,57,51,21,17,790,989,876,503,255,285,12.701,15.570,2.563,2.319,0.849,0.689,34.011,45.413,36.347,22.192,11.844,14.239
mt-Rnr2,0,1.27595174552288,0.0311221105832384,9.72399902743015,0.00424480900445435,34659,50128,7685,9153,8990,11459,29755,49809,12043,13529,25334,27299,1699.628,2309.179,345.524,416.268,363.617,464.731,1281.017,2287.136,499.694,596.902,1176.720,1363.901
Snord88c,0,-1.2738669171538,0.0312823202988338,-2.27546750926272,0.00427686221278428,10,9,3,3,1,2,13,13,5,5,1,2,0.490,0.415,0.135,0.136,0.040,0.081,0.560,0.597,0.207,0.221,0.046,0.100
Slc6a14,0,-3.19119101084418,0.0312823202988338,1.39125892688583,0.00427701910410487,120,121,944,1019,344,216,13,5,54,28,5,2,5.885,5.574,42.443,46.343,13.914,8.760,0.560,0.230,2.241,1.235,0.232,0.100
Samd5,0,1.13339288036907,0.0313929215785306,3.6354454288946,0.00430007060772931,1591,1400,102,166,229,196,212,273,165,149,277,311,78.020,64.492,4.586,7.549,9.262,7.949,9.127,12.536,6.846,6.574,12.866,15.538
Samd4,0,1.13975912411359,0.0314428411243795,2.67528945533832,0.00431978986564748,123,86,15,15,5,2,1323,842,716,1015,1941,1304,6.032,3.962,0.674,0.682,0.202,0.081,56.958,38.663,29.709,44.782,90.156,65.150
Mpig6b,0,1.92412362110233,0.0314607062364888,-1.56062774221272,0.00432545394165144,11,23,10,16,1,2,12,10,3,3,9,13,0.539,1.060,0.450,0.728,0.040,0.081,0.517,0.459,0.124,0.132,0.418,0.650
Scn2a,0,1.39309443746588,0.0314987961889385,-1.65950689287751,0.00433555425980371,4,4,0,0,1,2,24,12,19,38,64,56,0.196,0.184,0.000,0.000,0.040,0.081,1.033,0.551,0.788,1.677,2.973,2.798
Phlda1,0,-1.04593412237127,0.0315055304554003,6.94711919276516,0.00434115352130227,4446,7478,9097,7798,488,482,3743,4823,3856,2773,1305,1396,218.025,344.479,409.008,354.644,19.738,19.548,161.144,221.463,159.995,122.345,60.615,69.746
F2,0,2.48998488903539,0.0315680963091591,-0.701853204175276,0.00435442043721393,28,54,2,8,3,3,12,18,8,17,77,42,1.373,2.488,0.090,0.364,0.121,0.122,0.517,0.827,0.332,0.750,3.577,2.098
Has1,0,-1.29091541214897,0.0316314563752514,2.31861931251205,0.00437247071642884,85,123,23,19,16,20,710,995,511,317,154,128,4.168,5.666,1.034,0.864,0.647,0.811,30.567,45.689,21.203,13.986,7.153,6.395
Rtn4rl1,0,1.00687640535343,0.0316639339120526,1.5507312533321,0.00438001123079649,73,55,49,70,38,33,99,69,59,69,114,104,3.580,2.534,2.203,3.184,1.537,1.338,4.262,3.168,2.448,3.044,5.295,5.196
March3,0,-1.43778819545486,0.031722479394177,3.58171332162954,0.00439439033515127,222,220,239,253,43,49,442,882,880,845,321,227,10.887,10.134,10.746,11.506,1.739,1.987,19.029,40.500,36.513,37.282,14.910,11.341
Rasgrp2,0,1.24907681124618,0.0317285840070378,0.253158762623004,0.00439666271824919,11,16,4,5,3,6,68,96,62,108,186,144,0.539,0.737,0.180,0.227,0.121,0.243,2.928,4.408,2.573,4.765,8.639,7.194
Hes3,0,-1.35230542651293,0.0318163822469124,-4.85339515834065,0.00441442207046273,0,0,0,0,0,0,3,1,1,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.129,0.046,0.041,0.044,0.000,0.000
Lrr1,0,-1.62591761207948,0.0318324002947009,-0.315781496979512,0.00441781573684138,38,28,17,12,30,25,31,24,25,12,4,5,1.863,1.290,0.764,0.546,1.213,1.014,1.335,1.102,1.037,0.529,0.186,0.250
Gm17619,0,-2.08916603587191,0.031846331149346,-1.64085693106238,0.00442092083691388,47,40,45,26,35,27,3,1,2,2,0,0,2.305,1.843,2.023,1.182,1.416,1.095,0.129,0.046,0.083,0.088,0.000,0.000
Snord19,0,-1.37131335058657,0.0319334880562457,0.149967598224895,0.00443771972436219,40,23,10,12,11,16,55,42,64,46,22,14,1.962,1.060,0.450,0.546,0.445,0.649,2.368,1.929,2.656,2.030,1.022,0.699
Zwilch,0,-1.26010511764671,0.0319479898003378,3.01095459500885,0.00444091046269827,283,311,227,115,239,218,261,270,212,154,59,70,13.878,14.326,10.206,5.230,9.667,8.841,11.237,12.398,8.796,6.795,2.740,3.497
Gria3,0,-1.3447338303905,0.0319914433037497,0.250968764625286,0.00445257087282008,16,9,4,4,0,2,108,201,373,304,107,119,0.785,0.415,0.180,0.182,0.000,0.081,4.650,9.230,15.477,13.413,4.970,5.945
Pola1,0,-1.02348426335956,0.0319914433037497,4.54818686335286,0.00445283601376376,945,843,519,250,261,278,1066,923,846,671,333,299,46.341,38.833,23.335,11.370,10.557,11.275,45.894,42.382,35.103,29.605,15.467,14.939
Txnl4b,0,1.19628945164286,0.0320920150264121,1.4186664948706,0.0044715574857435,71,101,82,53,69,59,60,36,32,42,72,71,3.482,4.653,3.687,2.410,2.791,2.393,2.583,1.653,1.328,1.853,3.344,3.547
Pitpnm3,0,1.02551508471348,0.032157321539166,4.26536710845413,0.00448302333830899,697,678,405,463,284,303,201,265,337,539,710,756,34.180,31.233,18.209,21.057,11.487,12.288,8.653,12.168,13.983,23.781,32.978,37.771
Ankub1,0,3.24256215098339,0.0323957138346005,-3.39370154942397,0.00452340902911471,1,0,0,4,0,0,0,0,5,6,66,34,0.049,0.000,0.000,0.182,0.000,0.000,0.000,0.000,0.207,0.265,3.066,1.699
Lipe,0,-1.42161268920951,0.032397265011258,4.29002059243147,0.00452481761590697,1076,1636,1424,1544,344,310,275,374,315,339,97,110,52.765,75.363,64.024,70.219,13.914,12.572,11.839,17.173,13.070,14.957,4.505,5.496
Lrp2bp,0,1.30673027517127,0.0324370723196185,-1.60388035089414,0.00454111851709586,4,6,3,3,1,1,10,3,20,21,54,35,0.196,0.276,0.135,0.136,0.040,0.041,0.431,0.138,0.830,0.927,2.508,1.749
Kif20a,0,-1.46262251903904,0.0324685698356469,2.8635847181665,0.00454791733928061,259,306,188,81,196,139,241,245,231,184,65,62,12.701,14.096,8.453,3.684,7.928,5.637,10.376,11.250,9.585,8.118,3.019,3.098
Usp50,0,-1.72309214336166,0.0325897726830932,-4.20224672573923,0.00456953576111014,1,1,3,1,0,0,1,2,2,1,0,0,0.049,0.046,0.135,0.045,0.000,0.000,0.043,0.092,0.083,0.044,0.000,0.000
Btg3,0,-1.02495949422665,0.0327339967124859,1.22098280780091,0.00460557060335355,34,39,78,61,50,63,57,79,80,60,26,32,1.667,1.797,3.507,2.774,2.022,2.555,2.454,3.628,3.319,2.647,1.208,1.599
NA,0,-1.26989507117233,0.0327589211456955,-1.18147010304607,0.004616309208875,11,13,12,8,3,4,24,14,16,16,7,4,0.539,0.599,0.540,0.364,0.121,0.162,1.033,0.643,0.664,0.706,0.325,0.200
Lrrtm1,0,-2.32422627249508,0.0327924684860851,-2.75241029244477,0.00462653340532249,0,0,0,0,0,0,91,40,45,22,5,5,0.000,0.000,0.000,0.000,0.000,0.000,3.918,1.837,1.867,0.971,0.232,0.250
Cd19,0,-1.72309214336167,0.0328037880460777,-4.76176718554474,0.00463003746701805,0,0,1,0,0,0,1,1,2,1,0,0,0.000,0.000,0.045,0.000,0.000,0.000,0.043,0.046,0.083,0.044,0.000,0.000
Zfp438,0,1.10813015325159,0.0329023407549633,1.18830475745302,0.00464620419506049,52,74,28,28,38,24,97,84,48,39,65,99,2.550,3.409,1.259,1.273,1.537,0.973,4.176,3.857,1.992,1.721,3.019,4.946
Knstrn,0,-1.51857095550457,0.0330336179877894,3.13768315334126,0.00467324997840429,301,376,573,399,429,335,139,130,196,119,37,56,14.761,17.321,25.763,18.146,17.352,13.586,5.984,5.969,8.133,5.250,1.719,2.798
Htr2a,0,-2.75991346201791,0.0332192169126243,-2.20791623349291,0.00470928447567392,3,3,0,0,0,0,12,17,159,48,9,13,0.147,0.138,0.000,0.000,0.000,0.000,0.517,0.781,6.597,2.118,0.418,0.650
Mirlet7f-1,0,1.63575178906358,0.0335998636634161,-4.32507432476693,0.00477645546402695,0,1,0,0,0,0,1,1,1,1,3,4,0.000,0.046,0.000,0.000,0.000,0.000,0.043,0.046,0.041,0.044,0.139,0.200
Mcm2,0,-2.1183608259053,0.0335998636634161,4.47511386958332,0.00477758222519991,1408,1255,967,416,629,727,847,706,516,337,89,75,69.046,57.812,43.477,18.919,25.441,29.484,36.465,32.418,21.410,14.868,4.134,3.747
Ccdc88b,0,-1.85774791516751,0.0336281845526966,1.70321594720113,0.0047907697335458,148,202,620,510,412,481,10,18,34,30,10,5,7.258,9.305,27.876,23.194,16.664,19.507,0.431,0.827,1.411,1.324,0.464,0.250
Cdc20,0,-1.70917636890336,0.033861095005401,3.3521957675139,0.00483018011464512,277,375,367,196,386,265,371,307,295,195,61,64,13.584,17.275,16.501,8.914,15.612,10.747,15.972,14.097,12.240,8.603,2.833,3.198
Trim9,0,4.11590047535738,0.0340694076271965,-2.70439451630392,0.00486741638089716,0,0,1,0,0,2,133,78,0,4,22,21,0.000,0.000,0.045,0.000,0.000,0.081,5.726,3.582,0.000,0.176,1.022,1.049
Selp,0,-1.45146708976857,0.0340894391743007,5.050483238026,0.00487153249762625,1012,1774,360,281,103,56,4687,7407,1587,1748,521,514,49.627,81.720,16.186,12.780,4.166,2.271,201.785,340.116,65.849,77.122,24.200,25.680
Spink5,0,1.79688185823391,0.0342002119878343,-0.0253708416003901,0.00489113742215357,58,89,67,64,25,31,9,3,7,6,17,24,2.844,4.100,3.012,2.911,1.011,1.257,0.387,0.138,0.290,0.265,0.790,1.199
Gm16701,0,-2.28237444596725,0.0342530471721356,-4.39701973067429,0.00490121418935338,0,0,0,0,0,0,8,7,1,5,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.344,0.321,0.041,0.221,0.000,0.000
1110046J04Rik,0,1.13515161663831,0.03426042363692,-1.87685530170707,0.00490353022361451,6,4,1,2,0,0,19,21,17,14,24,36,0.294,0.184,0.045,0.091,0.000,0.000,0.818,0.964,0.705,0.618,1.115,1.799
A930007A09Rik,0,1.08918434840129,0.0343376812691194,-0.515095969388297,0.00491964129886865,63,52,7,12,3,3,27,22,14,11,25,21,3.089,2.395,0.315,0.546,0.121,0.122,1.162,1.010,0.581,0.485,1.161,1.049
Syt16,0,-1.72309214336167,0.0343779838740637,-5.02592760233159,0.00493426966013182,0,0,0,0,0,0,1,0,2,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.083,0.044,0.000,0.000
Sdr16c5,0,-1.72309214336167,0.0343779838740637,-5.02592760233159,0.00493426966013182,0,0,0,0,0,0,1,0,2,1,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.083,0.044,0.000,0.000
Adamts17,0,-1.06645154040227,0.0343779838740637,3.45047260708546,0.00493264403025257,173,338,119,154,17,17,490,549,1577,1115,681,426,8.484,15.570,5.350,7.004,0.688,0.689,21.096,25.209,65.434,49.194,31.631,21.284
Tmem150c,0,-1.3834447289655,0.0344615374886764,-1.28216680360646,0.00495719486650662,1,0,0,1,0,0,260,169,141,167,52,47,0.049,0.000,0.000,0.045,0.000,0.000,11.194,7.760,5.850,7.368,2.415,2.348
Tmem130,0,-1.42648397162881,0.0350217882638444,-1.13865809023281,0.00506533167758829,4,6,0,0,0,1,191,116,119,82,27,36,0.196,0.276,0.000,0.000,0.000,0.041,8.223,5.327,4.938,3.618,1.254,1.799
Ccnd1,0,-1.12476886178818,0.0350893725267643,7.47543902522712,0.00507768873570639,9000,7451,5028,2431,3105,2949,3801,3367,6479,5076,2569,1951,441.347,343.235,226.063,110.559,125.587,119.600,163.641,154.606,268.830,223.954,119.326,97.475
Slc14a1,0,-2.60043323701906,0.0351118030197629,-1.85356260144609,0.00508481020956572,35,22,0,0,0,1,59,89,16,27,3,2,1.716,1.013,0.000,0.000,0.000,0.041,2.540,4.087,0.664,1.191,0.139,0.100
Cyp27b1,0,-1.15570201995789,0.0353036659228679,-0.291043623948805,0.00513304849299339,17,20,13,13,8,6,25,37,49,33,19,12,0.834,0.921,0.584,0.591,0.324,0.243,1.076,1.699,2.033,1.456,0.883,0.600
Cidea,0,1.90285676457596,0.0355235828574858,3.3744801761248,0.00517973284021547,98,158,862,1256,17555,19171,11,5,48,53,176,147,4.806,7.278,38.756,57.121,710.044,777.498,0.474,0.230,1.992,2.338,8.175,7.344
Tuba3b,0,1.81713386747828,0.0356418469584169,-5.08734140184545,0.00519959980831241,1,0,0,0,0,0,0,0,0,0,1,1,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.050
Gna15,0,1.24643155593568,0.0357698074474714,1.6241495748758,0.00523142811007391,42,56,23,23,264,317,85,58,39,57,78,116,2.060,2.580,1.034,1.046,10.678,12.856,3.659,2.663,1.618,2.515,3.623,5.796
Chaf1b,0,-1.73399001933691,0.0358200286804175,3.64504466970229,0.00524281415532642,677,631,565,274,369,320,493,418,240,193,60,50,33.199,29.067,25.403,12.461,14.925,12.978,21.225,19.194,9.958,8.515,2.787,2.498
Eddm3b,0,-2.13894342798558,0.0359115610267646,-4.76176718554474,0.00526273032744411,0,0,0,0,0,0,1,2,1,4,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.092,0.041,0.176,0.000,0.000
Oacyl,0,-1.79204256756565,0.0359183767086792,1.13902167456974,0.00526637224269056,119,120,45,57,17,31,131,146,76,37,11,15,5.836,5.528,2.023,2.592,0.688,1.257,5.640,6.704,3.153,1.632,0.511,0.749
Cd302,0,-1.05336632009619,0.0359658679658148,1.70375267370753,0.00527730532571725,45,58,15,22,51,38,170,233,191,223,76,93,2.207,2.672,0.674,1.001,2.063,1.541,7.319,10.699,7.925,9.839,3.530,4.646
Th,0,-1.2683169679351,0.0363301197422857,-2.94069197628039,0.00534411931011657,0,0,0,0,0,0,5,14,42,36,15,12,0.000,0.000,0.000,0.000,0.000,0.000,0.215,0.643,1.743,1.588,0.697,0.600
Yod1,0,-1.32997099586347,0.0363918005146712,5.05694953033631,0.00535720938442178,956,759,835,1097,543,497,666,1114,1170,1179,469,335,46.881,34.964,37.542,49.890,21.963,20.156,28.673,51.153,48.546,52.018,21.784,16.737
Zfp488,0,3.31557605388716,0.0364084649870553,-3.16903870115302,0.00536368129100296,3,3,1,2,3,2,2,0,0,2,8,10,0.147,0.138,0.045,0.091,0.121,0.081,0.086,0.000,0.000,0.088,0.372,0.500
Skint7,0,4.60927448755306,0.036456640093619,-2.84265191469514,0.00537346113598873,0,1,0,1,0,0,258,96,0,1,19,16,0.000,0.046,0.000,0.045,0.000,0.000,11.107,4.408,0.000,0.044,0.883,0.799
Nr1h5,0,-4.15614264828302,0.0364705282096504,0.276054664338305,0.00537879004484284,70,74,88,32,35,30,115,63,42,17,0,3,3.433,3.409,3.957,1.455,1.416,1.217,4.951,2.893,1.743,0.750,0.000,0.150
Cxcl5,0,-3.37981718895992,0.0365201032621832,-0.543340780242054,0.00539209066457654,25,51,20,33,43,40,18,25,21,8,2,0,1.226,2.349,0.899,1.501,1.739,1.622,0.775,1.148,0.871,0.353,0.093,0.000
NA,0,-3.13760408350798,0.0365974025754609,-1.44836599993179,0.00540843199993821,27,34,17,27,9,2,8,16,8,9,1,0,1.324,1.566,0.764,1.228,0.364,0.081,0.344,0.735,0.332,0.397,0.046,0.000
Gprc5a,0,-1.52416577841317,0.0366964486238549,4.71269759101403,0.00543504207427549,2357,3662,1285,1153,115,84,946,1491,608,538,170,168,115.584,168.692,57.775,52.437,4.651,3.407,40.727,68.464,25.227,23.737,7.896,8.394
Rgs8,0,-2.76922444829374,0.036839459419467,-0.33840725420475,0.00546853791653229,0,2,680,660,58,69,5,9,42,16,4,2,0.000,0.092,30.573,30.016,2.346,2.798,0.215,0.413,1.743,0.706,0.186,0.100
Gli1,0,1.07165559780046,0.036839459419467,-0.657072003532986,0.00546755419304807,19,20,6,2,4,4,54,45,14,17,31,25,0.932,0.921,0.270,0.091,0.162,0.162,2.325,2.066,0.581,0.750,1.440,1.249
Zfp109,0,1.00483626692504,0.036839459419467,0.332641731219081,0.00546919381719524,54,40,15,8,18,14,41,50,29,24,46,45,2.648,1.843,0.674,0.364,0.728,0.568,1.765,2.296,1.203,1.059,2.137,2.248
Nsun7,0,1.92916720454048,0.0368425685604222,-2.35536617257115,0.00547101095367247,2,1,4,1,1,2,7,4,4,8,21,18,0.098,0.046,0.180,0.045,0.040,0.081,0.301,0.184,0.166,0.353,0.975,0.899
